Symbol,Security Name
MOMOMENTUM,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 200 MOMENTUM 30 ETF
MON100,MOTILAL OSWAL MUTUAL FUND-MOTILAL OSWAL MOST SHARES NASDAQ 100 ETF -GO
MON50EQUAL,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 50 EQUAL WEIGHT ETF
MONARCH,MONARCH NETWORTH CAPITAL LIMITED
MONEXT50,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY NEXT 50 ETF
MONIFTY500,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 500 ETF
MONQ50,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NASDAQ Q 50 ETF
MONTECARLO,MONTE CARLO FASHIONS LIMITED
MOPSE,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY PSE ETF
MOQUALITY,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL S&P BSE QUALITY ETF
MOREALTY,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY REALTY ETF
MOREPENLAB,MOREPEN LABORATORIES LIMITED
MOS,MOS UTILITY LIMITED
MOSILVER,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL SILVER ETF
MOSMALL250,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY SMALLCAP 250 ETF
MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LIMITED
MOTISONS,MOTISONS JEWELLERS LIMITED
MOTOGENFIN,THE MOTOR & GENERAL FINANCE LIMITED
MOTOUR,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY INDIA TOURISM ETF
MOVALUE,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL SP BSE ENHANCED VALUE ETF
MPSLTD,MPS LIMITED
MRF,MRF LIMITED
MRIL,MAHENDRA REALTORS & INFRASTRUCTURE LIMITED
MRPL,MANGALORE REFINERY AND PETROCHEMICALS LIMITED
MSCIINDIA,KOTAK MAHINDRA MUTUAL FUND - KOTAK MSCI INDIA ETF
MSTCLTD,MSTC LIMITED
MSUMI,MOTHERSON SUMI WIRING INDIA LIMITED
MTARTECH,MTAR TECHNOLOGIES LIMITED
MTNL,MAHANAGAR TELEPHONE NIGAM LIMITED
MUFIN,MUFIN GREEN FINANCE LIMITED
MUFTI,CREDO BRANDS MARKETING LIMITED
MUKANDLTD,MUKAND LIMITED
MUKKA,MUKKA PROTEINS LIMITED
MUKTAARTS,MUKTA ARTS LIMITED
MULTICAP,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 500 MULTICAP 50:25:25 ETF
MUNJALAU,MUNJAL AUTO INDUSTRIES LIMITED
MUNJALSHOW,MUNJAL SHOWA LIMITED
MURUDCERA,MURUDESHWAR CERAMICS LIMITED
MUTHOOTCAP,MUTHOOT CAPITAL SERVICES LIMITED
MUTHOOTMF,MUTHOOT MICROFIN LIMITED
MVGJL,MANOJ VAIBHAV GEMS N JEWELLERS LIMITED
MWL,MANGALAM WORLDWIDE LIMITED
NAGAFERT,NAGARJUNA FERTILIZERS AND CHEMICALS LIMITED
NAGREEKEXP,NAGREEKA EXPORTS LIMITED
NAHARSPING,NAHAR SPINNING MILLS LIMITED
NAM-INDIA,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED
NAMOEWASTE,NAMO EWASTE MANAGEMENT LIMITED
NATCAPSUQ,NATURAL CAPSULES LIMITED
NATCOPHARM,NATCO PHARMA LIMITED
NAVA,NAVA LIMITED
NAVINFLUOR,NAVIN FLUORINE INTERNATIONAL LIMITED
NAVKARCORP,NAVKAR CORPORATION LIMITED
NAVNETEDUL,NAVNEET EDUCATION LIMITED
NAZARA,NAZARA TECHNOLOGIES LIMITED
NBIFIN,N. B. I. INDUSTRIAL FINANCE COMPANY LIMITED
NCLIND,NCL INDUSTRIES LIMITED
NDGL,NAGA DHUNSERI GROUP LIMITED
NDL,NANDAN DENIM LIMITED
NDRAUTO,NDR AUTO COMPONENTS LIMITED
NDRINVIT,NDR INVIT TRUST
NECCLTD,NORTH EASTERN CARRYING CORPORATION LIMITED
NELCAST,NELCAST LIMITED
NELCO,NELCO LIMITED
NEOGEN,NEOGEN CHEMICALS LIMITED
NEPTUNE,NEPTUNE PETROCHEMICALS LIMITED
NESCO,NESCO LIMITED
NETF,TATA NIFTY 50 EXCHANGE TRADED FUND
NETWEB,NETWEB TECHNOLOGIES INDIA LIMITED
NETWORK18,NETWORK18 MEDIA & INVESTMENTS LIMITED
NEULANDLAB,NEULAND LABORATORIES LIMITED
NEWGEN,NEWGEN SOFTWARE TECHNOLOGIES LIMITED
NEXT30ADD,DSP MUTUAL FUND - DSP BSE SENSEX NEXT 30 ETF
NEXT50,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY NEXT 50 ETF (MANXT50) - MI
NEXT50IETF,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY NEXT 50 ETF
NFL,NATIONAL FERTILIZERS LIMITED
NGIL,NAKODA GROUP OF INDUSTRIES LIMITED
NH,NARAYANA HRUDAYALAYA LTD.
NHIT,NATIONAL HIGHWAYS INFRA TRUST
NIACL,THE NEW INDIA ASSURANCE COMPANY LIMITED
NIDAN,NIDAN LABORATORIES AND HEALTHCARE LIMITED
NIF100BEES,NIPPON INDIA ETF NIFTY 100
NIF100IETF,ICICI PRUDENTIAL NIFTY 100 ETF
NIF10GETF,UTI MUTUAL FUND - UTI NIFTY 10 YR BENCHMARK G-SEC ETF
NIF5GETF,UTI MUTUAL FUND - UTI NIFTY 5 YR BENCHMARK G-SEC ETF
NIFITETF,UTI MUTUAL FUND - UTI NIFTY IT ETF
NIFMID150,UTI MUTUAL FUND - UTI NIFTY MIDCAP 150 EXCHANGE TRADED FUND (ETF)
NIFTY1,KOTAK NIFTY 50 ETF
NIFTY100EW,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY 100 EQUAL WEIGHT ETF
NIFTY50ADD,DSP  MUTUAL FUND - DSP NIFTY 50 ETF
NIFTYBEES,NIPPON INDIA ETF NIFTY 50 BEES
NIFTYBETF,BAJAJ FINSERV MUTUAL FUND - BAJAJ FINSERV NIFTY 50 ETF
NIFTYETF,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 50 ETF
NIFTYIETF,ICICI PRUDENTIAL NIFTY 50 ETF
NIFTYQLITY,ADITYA BIRLA SUN LIFE MUTUAL FUND - ABSL NIFTY 200 QUALITY 30 ETF
NIITLTD,NIIT LIMITED
NIITMTS,NIIT LEARNING SYSTEMS LIMITED
NIKITA,NIKITA PAPERS LIMITED
NILAINFRA,NILA INFRASTRUCTURES LIMITED
NILKAMAL,NILKAMAL LIMITED
NINSYS,NINTEC SYSTEMS LIMITED
NIPPOBATRY,INDO-NATIONAL LIMITED
NIRAJ,NIRAJ CEMENT STRUCTURALS LIMITED
NITINSPIN,NITIN SPINNERS LIMITED
NIVABUPA,NIVA BUPA HEALTH INSURANCE COMPANY LIMITED
NLCINDIA,NLC INDIA LIMITED
NMSTEEL,NEWMALAYALAM STEEL LIMITED
NOCIL,NOCIL LIMITED
NORTHARC,NORTHERN ARC CAPITAL LIMITED
NOVAAGRI,NOVA AGRITECH LIMITED
NPBET,TATA NIFTY PRIVATE BANK EXCHANGE TRADED FUND
NPST,NETWORK PEOPLE SERVICES TECHNOLOGIES LIMITED
NRBBEARING,NRB BEARING LIMITED
NRL,NUPUR RECYCLERS LIMITED
NRVANDANA,N R VANDANA TEX INDUSTRIES LIMITED
NSIL,NALWA SONS INVESTMENTS LIMITED
NSLNISP,NMDC STEEL LIMITED
NTPCGREEN,NTPC GREEN ENERGY LIMITED
NUCLEUS,NUCLEUS SOFTWARE EXPORTS LIMITED
NURECA,NURECA LIMITED
NUVOCO,NUVOCO VISTAS CORPORATION LIMITED
NV20,KOTAK NIFTY 50 VALUE 20 ETF
NV20BEES,NIPPON INDIA ETF NIFTY 50 VALUE 20
NV20IETF,ICICI PRUDENTIAL NIFTY50 VALUE 20 ETF
NXST,NEXUS SELECT TRUST
NXT-INFRA,NXT-INFRA TRUST
OAL,ORIENTAL AROMATICS LIMITED
OBCL,ORISSA BENGAL CARRIER LIMITED
OILIETF,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY OIL & GAS ETF
OLECTRA,OLECTRA GREENTECH LIMITED
OLIL,ONECLICK LOGISTICS INDIA LIMITED
OMAXE,OMAXE LIMITED
OMFURN,OMFURN INDIA LIMITED
OMINFRAL,OM INFRA LIMITED
ONDOOR,ON DOOR CONCEPTS LIMITED
ONESOURCE,ONESOURCE SPECIALTY PHARMA LIMITED
ONMOBILE,ONMOBILE GLOBAL LIMITED
OPTIEMUS,OPTIEMUS INFRACOM LIMITED
ORICONENT,ORICON ENTERPRISES LIMITED
ORIENTALTL,ORIENTAL TRIMEX LIMITED
ORIENTBELL,ORIENT BELL LIMITED
ORIENTCEM,ORIENT CEMENT LIMITED
ORIENTCER,ORIENT CERATECH LIMITED
ORIENTELEC,ORIENT ELECTRIC LIMITED
ORIENTHOT,ORIENTAL HOTELS LIMITED
ORIENTLTD,ORIENT PRESS LIMITED
ORIENTPPR,ORIENT PAPER & INDUSTRIES LIMITED
ORIENTTECH,ORIENT TECHNOLOGIES LIMITED
ORISSAMINE,THE ORISSA MINERALS DEVELOPMENT COMPANY LIMITED
OSEINTRUST,ORIENTAL INFRATRUST
OSWALAGRO,OSWAL AGRO MILLS LIMITED
OSWALGREEN,OSWAL GREENTECH LIMITED
OWAIS,OWAIS METAL AND MINERAL PROCESSING LIMITED
PAISALO,PAISALO DIGITAL LIMITED
PAKKA,PAKKA LIMITED
PALASHSECU,PALASH SECURITIES LIMITED
PANACEABIO,PANACEA BIOTEC LIMITED
PANAMAPET,PANAMA PETROCHEM LIMITED
PARACABLES,PARAMOUNT COMMUNICATIONS LIMITED
PARADEEP,PARADEEP PHOSPHATES LIMITED
PARAGMILK,PARAG MILK FOODS LIMITED
PARAGON,PARAGON FINE AND SPECIALITY CHEMICAL LIMITED
PARAMATRIX,PARAMATRIX TECHNOLOGIES LIMITED
PARAMOUNT,PARAMOUNT DYE TEC LIMITED
PARKHOTELS,APEEJAY SURRENDRA PARK HOTELS LIMITED
PARTYCRUS,PARTY CRUISERS LIMITED
PATELENG,PATEL ENGINEERING LIMITED
PATELRMART,PATEL RETAIL LIMITED
PATILAUTOM,PATIL AUTOMATION LIMITED
PATINTLOG,PATEL INTEGRATED LOGISTICS LIMITED
PAVNAIND,PAVNA INDUSTRIES LIMITED
PCBL,PCBL CHEMICAL LIMITED
PCCL,PETRO CARBON AND CHEMICALS LIMITED
PCJEWELLER,PC JEWELLER LIMITED
PDMJEPAPER,PUDUMJEE PAPER PRODUCTS LIMITED
PDSL,PDS LIMITED
PEARLPOLY,PEARL POLYMERS LIMITED
PEL,PIRAMAL ENTERPRISES LIMITED
PELATRO,PELATRO LIMITED
PENIND,PENNAR INDUSTRIES LIMITED
PENINLAND,PENINSULA LAND LIMITED
PENTAGON,PENTAGON RUBBER LIMITED
PFIZER,PFIZER LIMITED
PFS,PTC INDIA FINANCIAL SERVICES LIMITED
PGHH,PROCTER & GAMBLE HYGIENE AND HEALTH CARE LIMITED
PGHL,PROCTER & GAMBLE HEALTH LIMITED
PGIL,PEARL GLOBAL INDUSTRIES LIMITED
PGINVIT,POWERGRID INFRASTRUCTURE INVESTMENT TRUST
PHARMABEES,NIPPON INDIA MUTUAL FUND - NIPPON INDIA NIFTY PHARMA ETF
PHOGLOBAL,PHOENIX OVERSEAS LIMITED
PICCADIL,PICCADILY AGRO INDUSTRIES LIMITED
PILANIINVS,PILANI INVESTMENT AND INDUSTRIES CORPORATION LIMITED
PILITA,PIL ITALICA LIFESTYLE LIMITED
PIONEEREMB,PIONEER EMBROIDERIES LIMITED
PITTIENG,PITTI ENGINEERING LIMITED
PIXTRANS,PIX TRANSMISSIONS LIMITED
PLASTIBLEN,PLASTIBLENDS INDIA LIMITED
PLATIND,PLATINUM INDUSTRIES LIMITED
PLAZACABLE,PLAZA WIRES LIMITED
PNBGILTS,PNB GILTS LTD.
PNC,PRITISH NANDY COMMUNICATIONS LIMITED
PNCINFRA,PNC INFRATECH LIMITED
POCL,PONDY OXIDES & CHEMICALS LIMITED
PODDARMENT,PODDAR PIGMENTS LIMITED
POKARNA,POKARNA LIMITED
POLYMED,POLY MEDICURE LIMITED
POLYPLEX,POLYPLEX CORPORATION LIMITED
PONNIERODE,PONNI SUGARS (ERODE) LIMITED
POONAWALLA,POONAWALLA FINCORP LIMITED
POSITRON,POSITRON ENERGY LIMITED
POWERINDIA,HITACHI ENERGY INDIA LIMITED
POWERMECH,POWER MECH PROJECTS LIMITED
PPL,PRAKASH PIPES LIMITED
PRAJIND,PRAJ INDUSTRIES LIMITED
PRAKASH,PRAKASH INDUSTRIES LIMITED
PRAKASHSTL,PRAKASH STEELAGE LIMITED
PRANIK,PRANIK LOGISTICS LIMITED
PRATHAM,PRATHAM EPC PROJECTS LIMITED
PRECWIRE,PRECISION WIRES INDIA LIMITED
PREMEXPLN,PREMIER EXPLOSIVES LIMITED
PREMIERENE,PREMIER ENERGIES LIMITED
PREMIERPOL,PREMIER POLYFILM LIMITED
PREMIUM,PREMIUM PLAST LIMITED
PRESSTONIC,PRESSTONIC ENGINEERING LIMITED
PRICOLLTD,PRICOL LIMITED
PRIMESECU,PRIME SECURITIES LIMITED
PRIMO,PRIMO CHEMICALS LIMITED
PRINCEPIPE,PRINCE PIPES AND FITTINGS LIMITED
PRITI,PRITI INTERNATIONAL LIMITED
PRITIKAUTO,PRITIKA AUTO INDUSTRIES LIMITED
PRIVISCL,PRIVI SPECIALITY CHEMICALS LIMITED
PRLIND,PREMIER ROADLINES LIMITED
PROFX,PRO FX TECH LIMITED
PROPEQUITY,P. E. ANALYTICS LIMITED
PROTEAN,PROTEAN EGOV TECHNOLOGIES LIMITED
PROV,PROVENTUS AGROCOM LIMITED
PROZONER,PROZONE REALTY LIMITED
PRSMJOHNSN,PRISM JOHNSON LIMITED
PRUDENT,PRUDENT CORPORATE ADVISORY SERVICES LIMITED
PSB,PUNJAB & SIND BANK
PSFL,PARAMOUNT SPECIALITY FORGINGS LIMITED
PSPPROJECT,PSP PROJECTS LIMITED
PSRAJ,P S RAJ STEELS LIMITED
PSUBANK,KOTAK NIFTY PSU BANK ETF
PSUBANKADD,DSP MUTUAL FUND - DSP NIFTY PSU BANK ETF
PSUBNKBEES,NIPPON INDIA ETF NIFTY PSU BANK BEES
PSUBNKIETF,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY PSU BANK ETF
PTC,PTC INDIA LIMITED
PTCIL,PTC INDUSTRIES LIMITED
PTL,PTL ENTERPRISES LIMITED
PUNJABCHEM,PUNJAB CHEMICALS & CROP PROTECTION LIMITED
PURVA,PURAVANKARA LIMITED
PUSHPA,PUSHPA JEWELLERS LIMITED
PVRINOX,PVR INOX LIMITED
PVSL,POPULAR VEHICLES AND SERVICES LIMITED
PVTBANIETF,ICICI PRUDENTIAL NIFTY PRIVATE BANK ETF - NIFTY PRIVATE BANK INDEX
PVTBANKADD,DSP MUTUAL FUND - DSP NIFTY PRIVATE BANK ETF
PYRAMID,PYRAMID TECHNOPLAST LIMITED
QGOLDHALF,QUANTUM GOLD FUND -EXCHANGE TRADED FUND (ETF)
QMSMEDI,QMS MEDICAL ALLIED SERVICES LIMITED
QNIFTY,QUANTUM NIFTY 50 ETF
QPOWER,QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED
QUADFUTURE,QUADRANT FUTURE TEK LIMITED
QUAL30IETF,ICICI PRUDENTIAL MF - ICICI PRUDENTIAL NIFTY 200 QUALITY 30 ETF
QUALITY30,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY200 QUALITY 30 ETF
QUESS,QUESS CORP LIMITED
QUESTLAB,QUEST LABORATORIES LIMITED
QUICKHEAL,QUICK HEAL TECHNOLOGIES LIMITED
QUICKTOUCH,QUICKTOUCH TECHNOLOGIES LIMITED
RACE,RACE ECO CHAIN LIMITED
RACLGEAR,RACL GEARTECH LIMITED
RADHIKAJWE,RADHIKA JEWELTECH LIMITED
RADIANTCMS,RADIANT CASH MANAGEMENT SERVICES LIMITED
RADICO,RADICO KHAITAN LIMITED
RADIOCITY,MUSIC BROADCAST LIMITED
RADIOWALLA,RADIOWALLA NETWORK LIMITED
RAILTEL,RAILTEL CORPORATION OF INDIA LIMITED
RAIN,RAIN INDUSTRIES LIMITED
RAINBOW,RAINBOW CHILDRENS MEDICARE LIMITED
RAJESHEXPO,RAJESH EXPORTS LIMITED
RAJINDLTD,RAJPUTANA INDUSTRIES LIMITED
RAJMET,RAJNANDINI METAL LIMITED
RAJPUTANA,RAJPUTANA BIODIESEL LIMITED
RAJRATAN,RAJRATAN GLOBAL WIRE LIMITED
RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LIMITED
RALLIS,RALLIS INDIA LIMITED
RAMANEWS,SHREE RAMA NEWSPRINT LIMITED
RAMASTEEL,RAMA STEEL TUBES LIMITED
RAMCOCEM,THE RAMCO CEMENTS LIMITED
RAMCOIND,RAMCO INDUSTRIES LIMITED
RAMKY,RAMKY INFRASTRUCTURE LIMITED
RAMRAT,RAM RATNA WIRES LIMITED
RANASUG,RANA SUGARS LIMITED
RANEHOLDIN,RANE HOLDINGS LIMITED
RAPIDFLEET,RAPID FLEET MANAGEMENT SERVICES LIMITED
RAPPID,RAPPID VALVES (INDIA) LIMITED
RATEGAIN,RATEGAIN TRAVEL TECHNOLOGIES LIMITED
RATNAMANI,RATNAMANI METALS & TUBES LIMITED
RATNAVEER,RATNAVEER PRECISION ENGINEERING LIMITED
RAYMOND,RAYMOND LIMITED
RAYMONDLSL,RAYMOND LIFESTYLE LIMITED
RAYMONDREL,RAYMOND REALTY LIMITED
RBA,RESTAURANT BRANDS ASIA LIMITED
RBS,RAMDEVBABA SOLVENT LIMITED
RBZJEWEL,RBZ JEWELLERS LIMITED
RCDL,RAJGOR CASTOR DERIVATIVES LIMITED
RCF,RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED
REDINGTON,REDINGTON LIMITED
REDTAPE,REDTAPE LIMITED
REFEX,REFEX INDUSTRIES LIMITED
REGAAL,REGAAL RESOURCES LIMITED
RELAXO,RELAXO FOOTWEARS LIMITED
RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LIMITED
RELIGARE,RELIGARE ENTERPRISES LIMITED
REMSONSIND,REMSONS INDUSTRIES LIMITED
REMUS,REMUS PHARMACEUTICALS LIMITED
RENUKA,SHREE RENUKA SUGARS LIMITED
REPCOHOME,REPCO HOME FINANCE LIMITED
REPL,RUDRABHISHEK ENTERPRISES LIMITED
REPRO,REPRO INDIA LIMITED
RESPONIND,RESPONSIVE INDUSTRIES LIMITED
REXPRO,REXPRO ENTERPRISES LIMITED
RGL,RENAISSANCE GLOBAL LIMITED
RHIM,RHI MAGNESITA INDIA LTD
RHL,ROBUST HOTELS LIMITED
RIIL,RELIANCE INDUSTRIAL INFRASTRUCTURE LIMITED
RITCO,RITCO LOGISTICS LIMITED
RITES,RITES LIMITED
RITEZONE,RITE ZONE CHEMCON INDIA LIMITED
RKDL,RAVI KUMAR DISTILLERIES LIMITED
RKEC,RKEC PROJECTS LIMITED
RKFORGE,RAMKRISHNA FORGINGS LIMITED
RKSWAMY,R K SWAMY LIMITED
RMDRIP,R M DRIP AND SPRINKLERS SYSTEMS LIMITED
RML,RANE (MADRAS) LIMITED
RNBDENIMS,R&B DENIMS LIMITED
RNFI,RNFI SERVICES LIMITED
RNPL,RENOL POLYCHEM LIMITED
ROADSTAR,ROADSTAR INFRA INVESTMENT TRUST
ROHLTD,ROYAL ORCHID HOTELS LIMITED
ROLEXRINGS,ROLEX RINGS LIMITED
ROSSARI,ROSSARI BIOTECH LIMITED
ROSSTECH,ROSSELL TECHSYS LIMITED
ROTO,ROTO PUMPS LIMITED
ROUTE,ROUTE MOBILE LIMITED
ROXHITECH,ROX HI TECH LIMITED
ROYALARC,ROYAL ARC ELECTRODES LIMITED
RPEL,RAGHAV PRODUCTIVITY ENHANCERS LIMITED
RPGLIFE,RPG LIFE SCIENCES LIMITED
RPPINFRA,R.P.P. INFRA PROJECTS LIMITED
RPPL,RAJSHREE POLYPACK LIMITED
RPSGVENT,RPSG VENTURES LIMITED
RPTECH,RASHI PERIPHERALS LIMITED
RRKABEL,R R KABEL LIMITED
RSWM,RSWM LIMITED
RSYSTEMS,R SYSTEMS INTERNATIONAL LIMITED
RTL,RAMA TELECOM LIMITED
RTNINDIA,RATTANINDIA ENTERPRISES LIMITED
RTNPOWER,RATTANINDIA POWER LIMITED
RUBFILA,RUBFILA INTERNATIONAL LIMITED
RUBYMILLS,THE RUBY MILLS LIMITED
RUCHIRA,RUCHIRA PAPERS LIMITED
RUPA,RUPA & COMPANY LIMITED
RUSHIL,RUSHIL DECOR LIMITED
RVHL,RAVINDER HEIGHTS LIMITED
SACHEEROME,SACHEEROME LIMITED
SADHAV,SADHAV SHIPPING LIMITED
SAFARI,SAFARI INDUSTRIES (INDIA) LIMITED
SAFEENTP,SAFE ENTERPRISES RETAIL FIXTURES LIMITED
SAGARDEEP,SAGARDEEP ALLOYS LIMITED
SAGCEM,SAGAR CEMENTS LIMITED
SAGILITY,SAGILITY INDIA LIMITED
SAHANA,SAHANA SYSTEM LIMITED
SAHASRA,SAHASRA ELECTRONIC SOLUTIONS LIMITED
SAHYADRI,SAHYADRI INDUSTRIES LIMITED
SAILIFE,SAI LIFE SCIENCES LIMITED
SAJHOTELS,SAJ HOTELS LIMITED
SAKHTISUG,SAKTHI SUGARS LIMITED
SAKSOFT,SAKSOFT LIMITED
SALASAR,SALASAR TECHNO ENGINEERING LIMITED
SALONA,SALONA COTSPIN LIMITED
SALZERELEC,SALZER ELECTRONICS LIMITED
SAMAY,SAMAY PROJECT SERVICES LIMITED
SAMBHV,SAMBHV STEEL TUBES LIMITED
SAMHI,SAMHI HOTELS LIMITED
SANDESH,THE SANDESH LIMITED
SANDHAR,SANDHAR TECHNOLOGIES LIMITED
SANDUMA,SANDUR MANGANESE & IRON ORES LIMITED
SANGAMIND,SANGAM (INDIA) LIMITED
SANGHIIND,SANGHI INDUSTRIES LIMITED
SANGHVIMOV,SANGHVI MOVERS LIMITED
SANOFI,SANOFI INDIA LIMITED
SANOFICONR,SANOFI CONSUMER HEALTHCARE INDIA LIMITED
SANSERA,SANSERA ENGINEERING LIMITED
SANSTAR,SANSTAR LIMITED
SAPPHIRE,SAPPHIRE FOODS INDIA LIMITED
SARDAEN,SARDA ENERGY & MINERALS LIMITED
SAREGAMA,SAREGAMA INDIA LIMITED
SARLAPOLY,SARLA PERFORMANCE FIBERS LIMITED
SARTELE,SAR TELEVENTURE LIMITED
SARVESHWAR,SARVESHWAR FOODS LIMITED
SASKEN,SASKEN TECHNOLOGIES LIMITED
SASTASUNDR,SASTASUNDAR VENTURES LIMITED
SATIA,SATIA INDUSTRIES LIMITED
SATIN,SATIN CREDITCARE NETWORK LIMITED
SAURASHCEM,SAURASHTRA CEMENT LIMITED
SAVY,SAVY INFRA AND LOGISTICS LIMITED
SAWALIYA,SAWALIYA FOOD PRODUCTS LIMITED
SBC,SBC EXPORTS LIMITED
SBCL,SHIVALIK BIMETAL CONTROLS LIMITED
SBFC,SBFC FINANCE LIMITED
SBIBPB,SBI MUTUAL FUND - SBI BSE PSU BANK ETF
SBIETFCON,SBI MUTUAL FUND - SBI ETF CONSUMPTION
SBIETFIT,SBI MUTUAL FUND-SBI ETF IT
SBIETFPB,SBI MUTUAL FUND - SBI ETF PRIVATE BANK - SBI ETF PRIVATE BANK
SBIETFQLTY,SBI MUTUAL FUND - SBI - ETF QUALITY - SBI-ETF QUALITY
SBILIQETF,SBI MUTUAL FUND - SBI NIFTY 1D RATE LIQUID ETF - GROWTH
SBINEQWETF,SBI MUTUAL FUND - SBI NIFTY50 EQUAL WEIGHT ETF
SBISILVER,SBI MUTUAL FUND - SBI SILVER ETF
SCHAEFFLER,SCHAEFFLER INDIA LIMITED
SCHAND,S CHAND AND COMPANY LIMITED
SCI,SHIPPING CORPORATION OF INDIA LIMITED
SCILAL,SHIPPING CORPORATION OF INDIA LAND AND ASSETS LIMITED
SCML,SHARP CHUCKS AND MACHINES LIMITED
SCODATUBES,SCODA TUBES LIMITED
SCPL,SHEETAL COOL PRODUCTS LIMITED
SDBL,SOM DISTILLERIES & BREWERIES LIMITED
SDL26BEES,NIPPON INDIA ETF NIFTY SDL APR 2026 TOP 20 EQUAL WEIGHT
SDREAMS,S D RETAIL LIMITED
SEAMECLTD,SEAMEC LIMITED
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED
SEITINVIT,SUSTAINABLE ENERGY INFRA TRUST
SELAN,SELAN EXPLORATION TECHNOLOGY LIMITED
SELECTIPO,MIRAE ASSET MUTUAL FUND - MIRAE ASSET BSE SELECT IPO ETF
SELLOWRAP,SELLOWRAP INDUSTRIES LIMITED
SENORES,SENORES PHARMACEUTICALS LIMITED
SENSEXADD,DSP BSE SENSEX ETF
SENSEXETF,MIRAE ASSET MUTUAL FUND - MIRAE ASSET S&P BSE SENSEX ETF
SENSEXIETF,ICICI PRUDENTIAL BSE SENSEX ETF
SEPC,SEPC LIMITED
SEPCPP,SEPC LIMITED
SEQUENT,SEQUENT SCIENTIFIC LIMITED
SERVICE,SERVICE CARE LIMITED
SERVOTECH,SERVOTECH RENEWABLE POWER SYSTEM LIMITED
SESHAPAPER,SESHASAYEE PAPER AND BOARDS LIMITED
SETF10GILT,SBI MUTUAL FUND - SBI-ETF 10 YEAR GILT
SETFGOLD,SBI-ETF GOLD
SETFNIF50,SBI-ETF NIFTY 50
SETFNIFBK,SBI-ETF NIFTY BANK
SETFNN50,SBI-ETF NIFTY NEXT 50
SFL,SHEELA FOAM LIMITED
SFML,SUPREME FACILITY MANAGEMENT LIMITED
SGFIN,SG FINSERVE LIMITED
SGIL,SYNERGY GREEN INDUSTRIES LIMITED
SGMART,SG MART LIMITED
SHAILY,SHAILY ENGINEERING PLASTICS LIMITED
SHAKTIPUMP,SHAKTI PUMPS (INDIA) LIMITED
SHALBY,SHALBY LIMITED
SHALPAINTS,SHALIMAR PAINTS LIMITED
SHANKARA,SHANKARA BUILDING PRODUCTS LIMITED
SHANTHALA,SHANTHALA FMCG PRODUCTS LIMITED
SHANTIGEAR,SHANTHI GEARS LIMITED
SHANTIGOLD,SHANTI GOLD INTERNATIONAL LIMITED
SHARDACROP,SHARDA CROPCHEM LIMITED
SHARDAMOTR,SHARDA MOTOR INDUSTRIES LIMITED
SHAREINDIA,SHARE INDIA SECURITIES LIMITED
SHARIABEES,NIPPON INDIA ETF NIFTY 50 SHARIAH BEES
SHEETAL,SHEETAL UNIVERSAL LIMITED
SHERA,SHERA ENERGY LIMITED
SHIGAN,SHIGAN QUANTUM TECHNOLOGIES LIMITED
SHIVALIK,SHIVALIK RASAYAN LIMITED
SHIVAMAUTO,SHIVAM AUTOTECH LIMITED
SHIVAMILLS,SHIVA MILLS LIMITED
SHIVASHRIT,SHIVASHRIT FOODS LIMITED
SHIVATEX,SHIVA TEXYARN LIMITED
SHK,S H KELKAR AND COMPANY LIMITED
SHKSIL,SHRI HARE-KRISHNA SPONGE IRON LIMITED
SHOPERSTOP,SHOPPERS STOP LIMITED
SHRADHA,SHRADHA INFRAPROJECTS LIMITED
SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD
SHREEKARNI,SHREE KARNI FABCOM LIMITED
